Index,HF,AST,HTAG,AwayTeam,AR,HC,HTHG,AS,HS,HY,WHD,HST,AF,FTAG,AY,WHH,HTR,IWA,IWD,AC,FTR,IWH,HomeTeam,WHA,FTHG,Referee,Div,HR,Date,SeasonDate
2400,9,13,0,Arsenal,0,1,1,26,2,0,3.75,1,13,2,2,7,H,1.5,3.8,7,D,5.5,Birmingham,1.4,2,M Dean,E0,1,23/02/08,2007
2401,12,6,0,West Ham,0,5,0,12,18,3,3.1,14,17,1,0,2.4,D,2.55,3.1,8,A,2.55,Fulham,2.6,0,H Webb,E0,1,23/02/08,2007
2402,8,3,1,Middlesbrough,1,6,2,6,13,2,3.75,8,11,2,5,1.4,H,7,3.8,2,H,1.4,Liverpool,7,3,L Mason,E0,0,23/02/08,2007
2403,13,10,2,Man United,0,7,0,16,10,4,3.6,5,12,5,0,6.5,A,1.5,3.8,4,A,5.5,Newcastle,1.44,1,C Foy,E0,0,23/02/08,2007
2404,13,2,0,Sunderland,0,5,0,5,17,1,3.5,10,13,0,2,1.53,D,5.5,3.5,3,H,1.55,Portsmouth,5.5,1,P Dowd,E0,0,23/02/08,2007
2405,10,3,0,Derby,0,14,0,5,22,0,3.5,18,12,0,1,1.57,D,5.5,3.5,2,H,1.55,Wigan,5,2,A Wiley,E0,0,23/02/08,2007
2406,16,9,0,Bolton,0,5,1,15,11,2,3.1,6,21,1,4,1.8,H,3.8,3.2,4,H,1.85,Blackburn,4,4,M Clattenburg,E0,0,24/02/08,2007
2407,10,11,1,Aston Villa,0,11,0,19,9,2,3.2,6,15,2,1,2.9,A,2.4,3.1,7,A,2.7,Reading,2.15,1,M Atkinson,E0,0,24/02/08,2007
2408,7,8,2,Everton,0,4,0,13,20,0,3.1,12,14,2,1,2.25,A,2.9,3.1,7,A,2.25,Man City,2.8,0,R Styles,E0,1,25/02/08,2007
2409,8,4,1,Aston Villa,0,8,0,5,16,1,3.4,7,13,1,2,1.5,A,6,3.6,7,D,1.5,Arsenal,6,1,M Clattenburg,E0,0,01/03/08,2007
2410,14,10,0,Tottenham,0,5,1,19,13,1,3.25,10,10,1,0,3.4,H,2.1,3.1,6,H,3.2,Birmingham,1.91,4,L Probert,E0,0,01/03/08,2007
2411,19,5,0,Sunderland,0,4,0,13,8,5,3.2,4,15,0,1,2.75,D,2.3,3.1,5,D,2.8,Derby,2.25,0,M Riley,E0,0,01/03/08,2007
2412,6,10,2,Man United,0,3,0,16,13,0,4,7,13,3,0,8,A,1.35,4.2,6,A,7.5,Fulham,1.33,0,M Dean,E0,0,01/03/08,2007
2413,12,5,0,Wigan,0,4,0,8,12,0,3.3,6,7,0,1,1.62,D,4.3,3.4,1,D,1.7,Man City,5,0,S Bennett,E0,0,01/03/08,2007
2414,10,3,0,Reading,0,7,0,6,10,4,3.25,5,17,1,5,1.8,D,4,3.2,2,A,1.8,Middlesbrough,3.8,0,H Webb,E0,0,01/03/08,2007
2415,10,6,0,Blackburn,0,14,0,14,17,1,3.1,9,7,1,2,2.38,D,2.6,3.1,7,A,2.5,Newcastle,2.62,0,R Styles,E0,0,01/03/08,2007
2416,14,8,3,Chelsea,1,6,0,13,9,0,3.2,7,6,4,2,4.33,A,1.8,3.2,1,A,4,West Ham,1.73,0,P Walton,E0,0,01/03/08,2007
2417,7,9,1,Liverpool,0,3,0,12,7,2,3.3,2,14,3,1,4.5,A,1.8,3.2,10,A,4,Bolton,1.67,1,P Dowd,E0,0,02/03/08,2007
2418,12,5,1,Portsmouth,0,10,1,9,13,1,3.1,5,18,1,1,1.91,D,3.8,3.2,3,H,1.85,Everton,3.6,3,A Marriner,E0,0,02/03/08,2007
2419,9,2,0,West Ham,0,16,1,2,20,0,3.75,11,15,0,3,1.36,H,7,3.8,3,H,1.4,Liverpool,8,4,S Bennett,E0,0,05/03/08,2007
2420,19,4,0,Fulham,0,7,0,8,14,2,3.6,4,16,1,2,1.44,D,6.5,3.7,7,D,1.45,Blackburn,6.5,1,M Riley,E0,0,08/03/08,2007
2421,8,4,0,Newcastle,0,12,2,6,15,1,3.75,13,7,0,0,1.36,H,7,3.8,8,H,1.4,Liverpool,8,3,P Walton,E0,0,08/03/08,2007
2422,9,5,0,Man City,0,7,0,12,13,0,3.1,8,11,0,2,2.4,D,2.6,3.1,5,H,2.5,Reading,2.6,2,U Rennie,E0,0,08/03/08,2007
2423,17,6,0,Everton,0,3,0,7,9,2,3.2,6,9,1,1,3.2,D,2.25,3,4,A,3,Sunderland,2,0,A Wiley,E0,0,09/03/08,2007
2424,6,4,0,West Ham,1,8,2,8,18,0,3.3,11,17,0,2,1.8,H,3.8,3.2,4,H,1.85,Tottenham,3.75,4,C Foy,E0,0,09/03/08,2007
2425,10,6,0,Arsenal,0,8,0,10,6,2,3.5,3,8,0,2,5,D,1.55,3.5,5,D,5.5,Wigan,1.57,0,R Styles,E0,0,09/03/08,2007
2426,15,2,1,Middlesbrough,0,4,0,10,5,0,3.4,3,21,1,4,1.6,A,4.5,3.5,4,D,1.65,Aston Villa,4.8,1,S Bennett,E0,0,12/03/08,2007
2427,7,3,0,Derby,0,7,2,4,14,0,8,10,17,1,1,1.07,H,14,6.5,0,H,1.12,Chelsea,21,6,C Foy,E0,0,12/03/08,2007
2428,8,5,2,Birmingham,0,4,2,7,13,0,3.3,9,10,2,1,1.67,D,4.3,3.4,3,H,1.7,Portsmouth,4.5,4,S Tanner,E0,0,12/03/08,2007
2429,7,1,1,Middlesbrough,1,11,0,4,17,0,4.8,9,10,1,2,1.22,A,9,4.6,1,D,1.27,Arsenal,10,1,M Halsey,E0,0,15/03/08,2007
2430,13,9,0,Man United,0,5,0,17,10,4,5.5,8,7,1,1,15,D,1.2,5.2,11,A,11,Derby,1.14,0,P Dowd,E0,0,15/03/08,2007
2431,7,3,1,Reading,0,7,1,7,19,0,4.2,8,22,1,5,1.29,D,9,4.6,2,H,1.27,Liverpool,9,2,A Marriner,E0,0,15/03/08,2007
2432,17,10,0,Aston Villa,1,3,2,16,13,3,3.1,5,13,0,1,2.25,H,2.7,3.1,6,H,2.4,Portsmouth,2.8,2,C Foy,E0,1,15/03/08,2007
2433,8,3,1,Chelsea,0,7,0,11,11,2,3.75,4,9,1,1,7,A,1.5,3.6,7,A,6,Sunderland,1.4,0,M Dean,E0,0,15/03/08,2007
2434,11,5,1,Blackburn,0,8,1,9,12,1,3.1,6,13,1,3,2.38,D,2.6,3.2,10,H,2.4,West Ham,2.62,2,M Atkinson,E0,0,15/03/08,2007
2435,14,4,0,Everton,0,3,0,7,10,1,3.2,2,6,0,0,3.1,D,2.1,3.1,3,H,3.2,Fulham,2.05,1,S Bennett,E0,0,16/03/08,2007
2436,11,7,1,Tottenham,0,5,0,12,13,0,3.1,8,3,1,0,2.5,A,2.7,3.1,5,H,2.4,Man City,2.5,2,M Clattenburg,E0,0,16/03/08,2007
2437,16,7,0,Bolton,0,8,1,12,10,2,3,7,13,0,3,2.1,H,3,3.1,5,H,2.2,Wigan,3.2,1,S Tanner,E0,1,16/03/08,2007
2438,8,7,0,Newcastle,0,3,1,13,12,2,3.1,4,12,1,2,2.2,H,3,3.1,8,D,2.2,Birmingham,2.88,1,H Webb,E0,0,17/03/08,2007
2439,12,10,0,Bolton,0,6,2,14,21,0,5.5,12,14,0,2,1.17,H,11,5.2,3,H,1.2,Man United,12,2,A Wiley,E0,0,19/03/08,2007
2440,10,8,2,Chelsea,0,10,1,10,10,2,3.2,9,16,4,2,2.9,A,2.1,3.1,2,D,3.2,Tottenham,2.15,4,M Riley,E0,0,19/03/08,2007
2441,9,3,0,Sunderland,0,4,0,12,9,0,3.4,3,11,1,2,1.5,D,5,3.7,4,A,1.55,Aston Villa,6,0,H Webb,E0,0,22/03/08,2007
2442,19,7,1,Wigan,1,1,2,14,11,1,3.25,7,15,1,3,1.73,H,4.2,3.3,9,H,1.75,Blackburn,4.2,3,M Dean,E0,1,22/03/08,2007
2443,9,4,0,Man City,0,12,0,7,17,1,3.1,7,14,0,0,2.3,D,2.8,3.1,12,D,2.3,Bolton,2.75,0,A Marriner,E0,0,22/03/08,2007
2444,10,5,0,West Ham,0,4,1,13,14,0,3.3,7,10,1,0,1.62,H,4.5,3.5,4,D,1.65,Everton,5,1,M Halsey,E0,0,22/03/08,2007
2445,9,1,0,Derby,0,9,1,5,6,2,3.75,3,10,0,1,1.44,H,6,3.9,2,H,1.45,Middlesbrough,6,1,M Atkinson,E0,0,22/03/08,2007
2446,9,5,0,Fulham,0,6,1,9,15,0,3.2,9,5,0,1,1.91,H,3.8,3.2,4,H,1.85,Newcastle,3.5,2,A Wiley,E0,0,22/03/08,2007
2447,16,7,0,Birmingham,0,8,1,13,13,0,3.1,8,15,1,1,2.05,H,3.2,3.1,7,H,2.1,Reading,3.2,2,M Riley,E0,0,22/03/08,2007
2448,8,4,0,Portsmouth,0,7,0,4,17,0,3.2,8,13,0,1,1.91,D,3.8,3.2,2,H,1.85,Tottenham,3.5,2,P Dowd,E0,0,22/03/08,2007
2449,10,5,0,Arsenal,0,4,0,7,11,3,3,8,13,1,1,2.1,D,3.3,3,2,H,2.1,Chelsea,3.2,2,M Clattenburg,E0,0,23/03/08,2007
2450,11,4,0,Liverpool,1,2,1,8,22,1,3,15,12,0,3,1.95,H,3.8,3.2,4,H,1.85,Man United,3.6,3,S Bennett,E0,0,23/03/08,2007
2451,13,4,0,Man City,0,5,1,8,10,0,3.1,7,10,1,2,2.25,H,2.8,3.1,2,H,2.3,Birmingham,2.8,3,R Styles,E0,1,29/03/08,2007
2452,12,8,0,Arsenal,1,8,2,17,13,2,3.3,9,10,3,2,4.5,H,1.75,3.3,6,A,4.2,Bolton,1.67,2,C Foy,E0,0,29/03/08,2007
2453,18,4,1,Fulham,0,4,1,9,19,2,3.2,13,16,2,4,2.75,D,2.55,3.1,5,D,2.55,Derby,2.25,2,M Dean,E0,0,29/03/08,2007
2454,7,6,0,Aston Villa,0,4,2,13,14,1,4.2,7,5,0,1,1.29,H,8,4.2,7,H,1.33,Man United,9,4,M Halsey,E0,0,29/03/08,2007
2455,10,9,0,Wigan,0,5,1,17,12,1,3.25,7,13,0,2,1.8,H,4.2,3.3,4,H,1.75,Portsmouth,3.8,2,A Wiley,E0,0,29/03/08,2007
2456,10,6,0,Blackburn,0,6,0,9,8,3,3.1,2,15,0,5,2.3,D,2.8,3.1,7,D,2.3,Reading,2.75,0,M Clattenburg,E0,1,29/03/08,2007
2457,9,4,1,West Ham,0,13,1,10,22,2,3.1,12,10,1,1,2.2,D,2.8,3.1,4,H,2.3,Sunderland,2.88,2,A Marriner,E0,0,29/03/08,2007
2458,11,3,0,Middlesbrough,0,8,1,7,16,1,4.5,6,9,0,1,1.25,H,8,4.2,3,H,1.33,Chelsea,10,1,P Dowd,E0,0,30/03/08,2007
2459,13,2,0,Everton,0,11,1,3,15,1,3,9,14,0,4,1.8,H,4.2,3.3,4,H,1.75,Liverpool,4.2,1,H Webb,E0,0,30/03/08,2007
2460,10,9,1,Newcastle,0,6,1,17,18,1,3.5,10,8,4,1,1.57,D,5,3.5,7,A,1.6,Tottenham,5,1,S Bennett,E0,0,30/03/08,2007
2461,10,4,1,Liverpool,0,5,0,11,8,1,3.1,6,10,1,2,1.95,A,3.2,3.1,3,D,2.1,Arsenal,3.5,1,P Dowd,E0,0,05/04/08,2007
2462,15,3,0,Bolton,0,5,1,6,10,2,3.3,6,9,0,1,1.62,H,4.3,3.4,4,H,1.7,Aston Villa,5,4,M Atkinson,E0,0,05/04/08,2007
2463,20,8,1,Tottenham,0,1,1,11,12,3,3.2,7,4,1,1,2.3,D,3,3.1,1,D,2.2,Blackburn,2.62,1,P Walton,E0,0,05/04/08,2007
2464,12,6,1,Sunderland,0,8,0,9,14,2,3.3,5,9,3,0,2.2,A,3,3.1,5,A,2.2,Fulham,2.7,1,M Halsey,E0,0,05/04/08,2007
2465,6,5,1,Chelsea,0,7,0,10,14,1,3.2,7,12,2,0,4.33,A,1.75,3.3,5,A,4.2,Man City,1.73,0,C Foy,E0,0,05/04/08,2007
2466,10,3,0,Reading,0,9,2,8,14,0,3.2,9,11,0,1,1.73,H,4,3.2,7,H,1.8,Newcastle,4.33,3,L Probert,E0,0,05/04/08,2007
2467,11,1,0,Birmingham,1,2,1,5,15,1,3,8,17,0,2,2.1,H,3.3,3,2,H,2.1,Wigan,3.2,2,M Dean,E0,0,05/04/08,2007
2468,17,5,0,Derby,0,9,0,7,11,1,5,5,19,0,3,1.2,D,9,4.6,8,H,1.27,Everton,11,1,A Marriner,E0,0,06/04/08,2007
2469,20,7,1,Man United,0,4,1,15,12,3,3.75,7,11,2,1,7,D,1.45,3.7,10,D,6.5,Middlesbrough,1.4,2,M Riley,E0,0,06/04/08,2007
2470,16,9,0,Portsmouth,0,7,0,18,10,0,3.2,8,11,1,0,2.3,D,3,3.1,4,A,2.2,West Ham,3.1,0,L Probert,E0,0,08/04/08,2007
2471,9,6,0,Everton,0,11,0,13,14,1,3.2,7,6,1,1,2.75,D,2.45,3.1,1,D,2.65,Birmingham,2.25,1,S Bennett,E0,0,12/04/08,2007
2472,12,7,0,West Ham,0,12,0,11,12,1,3.2,9,11,0,1,2,D,3.2,3.1,5,H,2.1,Bolton,3.2,1,P Walton,E0,0,12/04/08,2007
2473,15,12,3,Aston Villa,0,3,0,16,8,0,3.6,5,15,6,0,5.5,A,1.65,3.5,2,A,4.5,Derby,1.5,0,K Stroud,E0,0,12/04/08,2007
2474,11,5,0,Newcastle,0,2,0,14,17,1,3.3,8,8,0,1,2,D,3.6,3.2,11,D,1.9,Portsmouth,3.1,0,P Dowd,E0,0,12/04/08,2007
2475,11,8,1,Fulham,0,4,0,16,4,0,3.4,0,5,2,1,1.73,A,3.8,3.2,7,A,1.85,Reading,4,0,C Foy,E0,0,12/04/08,2007
2476,13,5,0,Man City,0,6,0,7,12,3,3.2,7,12,2,2,2.05,D,2.8,3.1,2,A,2.3,Sunderland,3.1,1,M Riley,E0,0,12/04/08,2007
2477,6,7,0,Middlesbrough,0,2,1,13,12,0,3.4,9,19,1,3,1.67,H,4.2,3.3,7,D,1.75,Tottenham,4.33,1,M Halsey,E0,0,12/04/08,2007
2478,12,3,0,Blackburn,0,5,0,7,17,1,3.6,9,10,1,0,1.44,D,6,3.6,1,H,1.5,Liverpool,6.5,3,A Wiley,E0,0,13/04/08,2007
2479,12,11,0,Arsenal,0,6,0,18,13,2,3.25,7,7,1,6,1.8,D,3.8,3.2,5,H,1.85,Man United,3.8,2,H Webb,E0,0,13/04/08,2007
2480,10,5,0,Wigan,0,9,0,6,19,0,5,10,17,1,2,1.2,D,10,5,3,D,1.22,Chelsea,11,1,A Marriner,E0,0,14/04/08,2007
2481,8,3,1,Chelsea,0,4,0,5,10,0,3.2,5,9,1,2,3.2,A,2.05,3.1,6,A,3.3,Everton,2,0,M Atkinson,E0,0,17/04/08,2007
2482,7,2,0,Reading,0,12,2,4,19,0,4.5,12,15,0,3,1.29,H,9.5,4.8,4,H,1.25,Arsenal,8,2,P Walton,E0,0,19/04/08,2007
2483,14,10,0,Man United,0,3,1,13,4,1,3.5,3,12,1,1,5.5,H,1.65,3.4,8,D,4.7,Blackburn,1.53,1,R Styles,E0,0,19/04/08,2007
2484,9,7,1,Liverpool,0,3,0,16,10,1,3.4,6,10,2,0,3,A,2,3.2,3,A,3.3,Fulham,2,0,M Atkinson,E0,0,19/04/08,2007
2485,10,9,0,Bolton,0,7,0,12,16,0,3.2,10,14,1,2,2.1,D,3.1,3.2,4,A,2.1,Middlesbrough,3,0,A Wiley,E0,0,19/04/08,2007
2486,11,8,0,Derby,0,5,1,12,12,2,4,8,13,1,1,1.36,H,7.5,4.2,11,H,1.35,West Ham,7,2,S Tanner,E0,0,19/04/08,2007
2487,8,12,1,Tottenham,0,2,1,15,13,2,3.25,7,9,1,1,2.5,D,2.7,3,6,D,2.5,Wigan,2.4,1,L Probert,E0,0,19/04/08,2007
2488,11,6,0,Birmingham,0,7,2,11,16,0,3.1,9,20,1,1,1.8,H,4.2,3.3,8,H,1.75,Aston Villa,4,5,M Clattenburg,E0,0,20/04/08,2007
2489,7,6,1,Portsmouth,1,6,2,12,16,1,3.2,10,6,1,1,2.25,H,3,3.1,3,H,2.2,Man City,2.75,3,A Marriner,E0,0,20/04/08,2007
2490,8,8,0,Sunderland,0,4,2,12,8,0,3,4,13,0,5,1.83,H,4.2,3.1,4,H,1.8,Newcastle,4,2,M Dean,E0,0,20/04/08,2007
2491,6,7,0,Liverpool,0,3,1,12,5,2,3.1,3,9,2,1,2.75,H,2.5,3.2,5,D,2.5,Birmingham,2.3,2,P Walton,E0,0,26/04/08,2007
2492,14,6,0,Man United,0,8,1,7,13,3,3.1,8,16,1,4,2.3,H,2.9,3,3,H,2.3,Chelsea,2.75,2,A Wiley,E0,0,26/04/08,2007
2493,9,13,0,Fulham,0,3,2,18,10,0,3.3,5,7,3,1,1.83,H,4.2,3.3,4,A,1.75,Man City,3.6,2,M Dean,E0,0,26/04/08,2007
2494,13,6,1,Middlesbrough,0,7,2,10,10,3,3,5,9,2,2,2.2,H,3.6,2.6,1,H,2.2,Sunderland,3,3,S Bennett,E0,0,26/04/08,2007
2495,6,4,0,Bolton,0,12,0,7,26,1,3.3,13,11,1,3,1.8,D,3.6,3.2,3,D,1.9,Tottenham,3.75,1,M Clattenburg,E0,0,26/04/08,2007
2496,13,3,2,Newcastle,0,6,2,4,18,2,3.1,11,11,2,3,2.38,D,2.6,3.2,1,D,2.4,West Ham,2.62,2,U Rennie,E0,0,26/04/08,2007
2497,18,2,0,Reading,0,6,0,7,12,2,3.2,5,13,0,4,2,D,3.3,3.2,5,D,2,Wigan,3.2,0,M Atkinson,E0,0,26/04/08,2007
2498,10,3,0,Aston Villa,0,9,0,6,13,3,3.2,7,17,2,3,2.1,D,3.3,3.2,6,D,2,Everton,3,2,P Dowd,E0,0,27/04/08,2007
2499,20,9,0,Blackburn,0,8,0,12,15,2,3.2,6,12,1,2,2.1,D,3.2,3.1,7,A,2.1,Portsmouth,3,0,M Riley,E0,0,27/04/08,2007
2500,6,11,2,Arsenal,0,5,1,20,12,0,4.5,10,7,6,0,10,A,1.25,4.8,6,A,9.5,Derby,1.25,2,A Marriner,E0,0,28/04/08,2007
2501,7,5,0,Wigan,0,8,0,9,14,0,3.5,5,8,2,1,1.53,D,4.8,3.5,2,A,1.55,Aston Villa,5.5,0,R Styles,E0,0,03/05/08,2007
2502,12,3,1,Derby,0,10,1,6,25,0,4.33,14,17,1,0,1.3,D,9.5,4.8,1,H,1.25,Blackburn,8,3,U Rennie,E0,0,03/05/08,2007
2503,11,4,0,Sunderland,0,3,1,5,4,1,3.4,2,12,0,0,1.6,H,6,3.9,1,H,1.4,Bolton,4.8,2,M Atkinson,E0,0,03/05/08,2007
2504,10,0,0,Birmingham,0,2,0,2,9,2,3.3,6,12,0,5,2.1,D,2.9,3.2,8,H,2.2,Fulham,2.88,2,C Foy,E0,0,03/05/08,2007
2505,15,5,1,West Ham,0,4,3,9,8,1,6,4,16,1,3,1.12,H,13,6,2,H,1.15,Man United,15,4,M Riley,E0,1,03/05/08,2007
2506,16,8,0,Portsmouth,0,7,1,13,11,1,3.3,7,11,0,1,1.95,H,4,3.2,5,H,1.8,Middlesbrough,3.25,2,P Walton,E0,0,03/05/08,2007
2507,10,7,1,Tottenham,0,10,0,13,13,1,3.2,6,7,1,0,2.1,A,3.5,3.1,1,A,1.9,Reading,3,0,H Webb,E0,0,03/05/08,2007
2508,10,4,0,Everton,0,8,0,8,11,0,3.2,2,4,0,1,1.67,D,5,3.5,3,H,1.6,Arsenal,4.8,1,A Wiley,E0,0,04/05/08,2007
2509,9,3,0,Man City,0,12,0,4,23,0,3.5,10,5,0,0,1.62,D,4.3,3.4,5,H,1.7,Liverpool,4.5,1,M Halsey,E0,0,04/05/08,2007
2510,13,9,0,Chelsea,0,1,0,18,13,2,3.6,5,15,2,2,5,D,1.55,3.7,6,A,5,Newcastle,1.53,0,S Bennett,E0,0,05/05/08,2007
2511,16,9,0,Blackburn,0,5,1,14,15,3,3.5,9,11,1,2,1.91,H,3.3,3.2,2,H,2,Birmingham,3.2,4,H Webb,E0,0,11/05/08,2007
2512,12,4,0,Bolton,0,9,0,6,19,1,6,12,8,1,3,1.12,D,13,5,2,D,1.15,Chelsea,15,1,C Foy,E0,0,11/05/08,2007
2513,17,7,1,Reading,0,2,0,11,6,0,3.8,2,13,4,1,5,A,1.6,3.6,0,A,4.2,Derby,1.5,0,M Riley,E0,0,11/05/08,2007
2514,11,2,0,Newcastle,0,6,1,3,20,0,2.88,11,12,1,2,1.91,H,4.8,2.5,2,H,1.85,Everton,4,3,P Walton,E0,0,11/05/08,2007
2515,10,2,0,Man City,1,7,2,8,19,2,3.2,15,9,1,1,2.05,H,3.2,3.1,0,H,2.1,Middlesbrough,3.1,8,P Dowd,E0,0,11/05/08,2007
2516,13,4,0,Fulham,0,5,0,7,15,0,3.4,10,11,1,0,2.8,D,1.9,3.4,6,A,3.4,Portsmouth,2.1,0,M Clattenburg,E0,0,11/05/08,2007
2517,14,8,1,Arsenal,0,3,0,12,13,1,3.4,5,12,1,1,4.2,A,1.9,3.2,4,A,3.6,Sunderland,1.7,0,K Stroud,E0,0,11/05/08,2007
2518,11,12,0,Liverpool,0,8,0,18,6,1,3.1,3,9,2,1,2.5,D,2.7,3.1,4,A,2.4,Tottenham,2.5,0,U Rennie,E0,0,11/05/08,2007
2519,9,8,1,Aston Villa,0,7,1,13,16,2,3.4,8,21,2,2,2.8,D,2.1,3.2,8,D,3.1,West Ham,2.1,2,M Dean,E0,0,11/05/08,2007
2520,10,6,1,Man United,0,5,0,11,15,3,5.5,6,5,2,2,9.5,A,1.2,5.2,12,A,11,Wigan,1.2,0,S Bennett,E0,0,11/05/08,2007
2521,13,4,0,Man City,0,6,2,8,17,1,3.2,14,12,0,2,2.1,H,2.7,2.9,6,H,2.2,Charlton,3.1,4,Rob Harris,E0,0,19/08/00,2000
2522,19,5,0,West Ham,0,7,1,12,17,1,3.6,10,14,2,2,1.44,H,4.2,3.2,7,H,1.6,Chelsea,6.5,4,Graham Barber,E0,0,19/08/00,2000
2523,15,9,1,Middlesbrough,0,8,1,16,6,5,3.2,3,21,3,3,2.3,D,2.7,2.9,4,A,2.2,Coventry,2.62,1,Barry Knight,E0,1,19/08/00,2000
2524,11,6,2,Southampton,0,5,1,13,6,1,3.2,4,13,2,1,2,A,3.5,3,8,D,1.8,Derby,3.2,2,Andy D'Urso,E0,0,19/08/00,2000
2525,21,6,0,Everton,0,6,2,12,17,1,3.5,8,20,0,3,1.61,H,4.5,3.3,4,H,1.55,Leeds,4.5,2,Dermot Gallagher,E0,0,19/08/00,2000
2526,12,3,0,Aston Villa,0,5,0,5,5,2,3.25,4,12,0,3,2.4,D,2.5,2.9,4,D,2.3,Leicester,2.5,0,Mike Riley,E0,0,19/08/00,2000
2527,8,2,0,Bradford,0,6,0,3,16,1,4,10,8,0,1,1.33,D,8,4.3,1,H,1.25,Liverpool,8,1,Paul Durkin,E0,0,19/08/00,2000
2528,10,7,0,Arsenal,1,2,0,14,8,3,3,2,21,0,1,3.75,D,2.1,2.9,9,H,2.9,Sunderland,1.9,1,Steve Dunn,E0,0,19/08/00,2000
2529,14,5,1,Ipswich,0,3,2,15,20,0,3.6,6,13,1,0,1.44,H,4.7,3.4,4,H,1.5,Tottenham,6.5,3,Alan Wiley,E0,0,19/08/00,2000
2530,7,6,0,Newcastle,0,7,1,9,19,0,3.75,9,13,0,1,1.4,H,5,3.5,1,H,1.45,Man United,7,2,Steve Lodge,E0,0,20/08/00,2000
2531,25,4,0,Liverpool,2,10,1,7,17,2,3,12,20,0,4,2.1,H,2.9,2.9,11,H,2.1,Arsenal,3.2,2,Graham Poll,E0,1,21/08/00,2000
2532,14,6,0,Chelsea,0,6,1,14,12,0,3.5,3,16,0,1,5,H,1.65,3.2,4,H,3.8,Bradford,1.57,2,Mark Halsey,E0,0,22/08/00,2000
2533,10,6,1,Man United,0,4,1,15,13,1,3.8,8,7,1,4,7,D,1.5,3.4,6,D,4.7,Ipswich,1.4,1,Jeff Winter,E0,0,22/08/00,2000
2534,9,4,1,Tottenham,0,5,0,11,12,2,3.2,6,18,1,1,2.2,A,2.9,2.9,5,D,2.1,Middlesbrough,2.8,1,Peter Jones,E0,0,22/08/00,2000
2535,17,4,0,Charlton,1,3,0,8,13,2,3,8,15,0,1,1.9,D,4.2,3.2,5,H,1.6,Everton,3.7,3,Andy Hall,E0,0,23/08/00,2000
2536,24,4,0,Sunderland,0,7,2,9,15,3,3.1,10,14,2,3,2.5,H,2.4,2.9,3,H,2.4,Man City,2.5,4,David Ellaray,E0,0,23/08/00,2000
2537,23,5,1,Derby,0,9,1,10,9,0,3.4,4,11,2,3,1.53,D,4.5,3.3,6,H,1.55,Newcastle,5.5,3,Dermot Gallagher,E0,1,23/08/00,2000
2538,18,5,1,Coventry,0,6,0,7,12,5,3.25,4,20,2,3,1.7,A,3.2,2.9,5,A,1.9,Southampton,4.33,1,F Taylor,E0,0,23/08/00,2000
2539,16,2,0,Leicester,0,11,0,4,17,3,3.4,12,14,1,3,1.72,D,3.8,3.2,5,A,1.65,West Ham,4,0,Rob Styles,E0,1,23/08/00,2000
2540,12,4,2,Charlton,0,8,1,7,18,0,3.75,9,15,3,1,1.33,A,6.2,3.8,3,H,1.35,Arsenal,9,5,Steve Lodge,E0,0,26/08/00,2000
2541,11,8,0,Leicester,0,6,0,13,8,1,3.1,4,12,0,2,2.5,D,2.35,3,8,D,2.35,Bradford,2.5,0,Steve Bennett,E0,0,26/08/00,2000
2542,11,4,0,Derby,0,11,2,7,12,2,3.5,9,9,2,3,1.57,H,3.5,3,2,D,1.8,Everton,5,2,Mike Riley,E0,0,26/08/00,2000
2543,10,3,0,Sunderland,0,7,0,9,14,1,3.1,5,12,0,1,2.5,D,2.35,3,6,H,2.35,Ipswich,2.5,1,Graham Poll,E0,0,26/08/00,2000
2544,7,8,2,Coventry,0,5,0,9,14,2,3.2,5,12,2,3,2.1,A,3.1,3,5,A,1.9,Man City,3,1,Andy D'Urso,E0,0,26/08/00,2000
2545,12,11,2,Leeds,0,4,0,16,15,2,3.1,8,20,2,0,2.5,A,2.4,3,8,A,2.3,Middlesbrough,2.5,1,Graham Barber,E0,0,26/08/00,2000
2546,13,2,0,Tottenham,0,4,1,10,15,0,3.25,6,10,0,0,1.9,H,2.9,3,2,H,2,Newcastle,3.4,2,David Ellaray,E0,0,26/08/00,2000
2547,7,4,1,Liverpool,0,7,0,9,14,0,3.2,7,6,3,0,3.5,A,1.85,3,1,D,3.3,Southampton,1.9,3,Jeff Winter,E0,0,26/08/00,2000
2548,12,5,1,Man United,0,7,0,8,17,1,3.4,8,9,2,0,4.33,A,1.75,3.2,5,D,3.5,West Ham,1.66,2,Dermot Gallagher,E0,0,26/08/00,2000
2549,13,7,1,Chelsea,0,7,1,11,12,0,3.2,9,12,1,1,3.2,D,2.35,3,10,D,2.35,Aston Villa,2,1,Paul Durkin,E0,0,27/08/00,2000
2550,18,3,2,Man City,0,9,0,8,6,2,3.75,1,24,2,2,1.4,A,5.5,3.6,4,A,1.4,Leeds,7,1,Graham Poll,E0,0,05/09/00,2000
2551,12,4,0,Bradford,0,5,2,6,21,0,5.5,12,10,0,1,1.2,H,9,4.7,1,H,1.2,Man United,9,6,Ian Harris,E0,0,05/09/00,2000
2552,19,9,1,West Ham,0,4,1,16,17,2,3.2,7,14,1,3,2.1,D,3.3,3,11,D,1.85,Sunderland,3,1,Peter Jones,E0,0,05/09/00,2000
