Index,HF,AST,HTAG,AwayTeam,AR,HC,HTHG,AS,HS,HY,WHD,HST,AF,FTAG,AY,WHH,HTR,IWA,IWD,AC,FTR,IWH,HomeTeam,WHA,FTHG,Referee,Div,HR,Date,SeasonDate
2553,11,6,2,Everton,0,7,1,11,11,1,3.4,7,10,2,2,1.66,A,3.8,3.1,5,H,1.7,Tottenham,4.33,3,Barry Knight,E0,0,05/09/00,2000
2554,14,3,0,Southampton,0,10,0,11,8,3,3.3,6,16,1,3,1.8,D,3,2.9,14,D,2,Charlton,3.75,1,Mark Halsey,E0,1,06/09/00,2000
2555,16,5,0,Arsenal,0,7,1,13,12,3,3,5,22,2,1,2.2,H,2.7,2.9,6,D,2.2,Chelsea,3,2,Mike Riley,E0,0,06/09/00,2000
2556,11,6,1,Newcastle,0,6,0,13,13,1,3.25,3,18,2,1,2.5,A,2.35,3,8,A,2.35,Coventry,2.4,0,Alan Wiley,E0,0,06/09/00,2000
2557,8,4,1,Middlesbrough,0,11,0,5,9,3,3.25,5,10,3,2,2.4,A,2.5,2.9,5,D,2.3,Derby,2.5,3,Rob Styles,E0,0,06/09/00,2000
2558,12,3,0,Ipswich,0,6,0,7,12,1,3.4,6,13,1,1,1.66,D,3.8,3.1,2,H,1.7,Leicester,4.33,2,Paul Taylor,E0,0,06/09/00,2000
2559,13,4,0,Aston Villa,0,8,3,9,11,0,3.5,7,7,1,2,1.57,H,4.2,3.2,7,H,1.6,Liverpool,5,3,Neale Barry,E0,0,06/09/00,2000
2560,17,11,0,Arsenal,0,4,1,18,9,0,3.5,5,13,1,2,4.5,H,1.7,3.1,10,D,3.8,Bradford,1.61,1,Alan Wiley,E0,0,09/09/00,2000
2561,15,5,0,Leeds,0,6,0,11,9,2,3.2,1,14,0,2,3,D,2.2,2.9,6,D,2.7,Coventry,2.1,0,Paul Durkin,E0,0,09/09/00,2000
2562,9,2,1,Aston Villa,0,5,0,5,15,1,3.2,5,13,2,3,2.75,A,2.3,2.9,3,A,2.5,Ipswich,2.25,1,Andy D'Urso,E0,0,09/09/00,2000
2563,6,5,0,Southampton,0,10,0,9,17,0,3.4,6,9,0,0,1.66,D,3.6,3.1,6,H,1.75,Leicester,4.33,1,Mike Dean,E0,0,09/09/00,2000
2564,17,7,0,Man City,0,9,1,9,14,3,3.75,8,17,2,4,1.36,H,6.2,3.8,4,H,1.35,Liverpool,8,3,Graham Barber,E0,0,09/09/00,2000
2565,18,1,0,Sunderland,0,4,1,5,15,1,4.5,7,14,0,3,1.25,H,6.2,3.8,4,H,1.35,Man United,10,3,Neale Barry,E0,0,09/09/00,2000
2566,16,9,0,Everton,0,7,1,12,9,3,3.3,5,5,2,0,1.83,H,3.2,2.9,7,A,1.9,Middlesbrough,3.6,1,Steve Bennett,E0,0,09/09/00,2000
2567,17,3,0,Chelsea,0,5,0,10,10,0,3.25,4,21,0,3,2.4,D,2.35,3,6,D,2.35,Newcastle,2.5,0,Graham Poll,E0,0,09/09/00,2000
2568,17,6,0,Charlton,0,4,2,10,12,3,3.2,6,12,2,1,2,H,3.5,3,11,D,1.8,Derby,3.2,2,Peter Jones,E0,0,10/09/00,2000
2569,14,5,0,West Ham,0,11,0,11,15,1,3.25,7,13,0,2,1.9,D,3,2.9,3,H,2,Tottenham,3.4,1,Steve Dunn,E0,0,11/09/00,2000
2570,5,2,0,Coventry,0,8,1,6,18,1,4.33,13,13,1,2,1.25,H,6.2,3.8,4,H,1.35,Arsenal,10.5,2,Mike Dean,E0,0,16/09/00,2000
2571,8,4,0,Bradford,0,5,1,8,12,0,3.5,7,12,0,2,1.57,H,5.5,3.6,6,H,1.4,Aston Villa,5,2,Rob Styles,E0,0,16/09/00,2000
2572,8,5,0,Tottenham,0,7,1,10,9,0,3.25,5,10,0,0,2.62,H,2.2,2.9,5,H,2.7,Charlton,2.3,1,Jeff Winter,E0,0,16/09/00,2000
2573,10,9,3,Man United,0,6,0,17,6,4,3.3,4,11,3,1,4.33,A,1.8,3,5,A,3.5,Everton,1.7,1,Dermot Gallagher,E0,0,16/09/00,2000
2574,12,7,1,Ipswich,0,6,1,12,11,1,3.4,6,19,2,3,1.5,D,6.2,3.8,3,A,1.35,Leeds,6,1,Mark Halsey,E0,0,16/09/00,2000
2575,14,7,0,Newcastle,0,4,0,10,13,0,3.25,9,14,0,0,2.75,D,2.1,2.9,8,H,2.9,Southampton,2.2,2,Barry Knight,E0,0,16/09/00,2000
2576,16,5,0,Derby,0,4,1,10,15,2,3.4,8,28,1,3,1.72,H,3.5,3,5,H,1.8,Sunderland,4,2,Paul Taylor,E0,0,16/09/00,2000
2577,16,5,1,Leicester,0,15,0,7,16,3,3.4,10,17,2,1,1.53,A,4.7,3.4,3,A,1.5,Chelsea,5.5,0,Graham Barber,E0,0,17/09/00,2000
2578,15,2,0,Middlesbrough,0,9,0,4,11,2,3.25,4,11,1,5,2.3,D,2.6,3,3,D,2.2,Man City,2.62,1,Steve Lodge,E0,0,17/09/00,2000
2579,5,2,1,Liverpool,0,9,0,7,15,0,3.25,4,13,1,2,2.62,A,2.2,2.9,0,D,2.7,West Ham,2.3,1,David Ellaray,E0,0,17/09/00,2000
2580,14,4,1,Southampton,0,7,0,6,14,3,3.25,6,18,1,1,2.2,A,2.9,2.9,5,A,2.1,Bradford,2.75,0,Steve Dunn,E0,0,23/09/00,2000
2581,12,10,2,West Ham,0,5,0,12,9,0,3.25,2,11,3,1,2.2,A,2.9,2.9,6,A,2.1,Coventry,2.75,0,Neale Barry,E0,0,23/09/00,2000
2582,17,6,1,Leeds,0,7,0,16,13,2,3.2,7,15,1,2,3.2,A,2.35,3,4,D,2.35,Derby,2,1,Barry Knight,E0,1,23/09/00,2000
2583,8,4,0,Arsenal,0,4,0,10,17,1,3.3,6,13,1,2,4.5,D,1.85,3,7,D,3.3,Ipswich,1.66,1,Paul Durkin,E0,0,23/09/00,2000
2584,14,3,1,Sunderland,0,12,1,8,11,2,3.75,6,18,1,2,1.4,D,5.5,3.6,3,D,1.4,Liverpool,7,1,Mike Riley,E0,0,23/09/00,2000
2585,15,5,2,Chelsea,0,8,3,13,11,3,3.5,5,19,3,2,1.61,H,4.2,3.2,4,D,1.6,Man United,4.5,3,Peter Jones,E0,0,23/09/00,2000
2586,7,7,0,Aston Villa,0,5,0,15,12,3,3.1,5,14,1,0,2.37,D,2.5,2.9,5,D,2.3,Middlesbrough,2.62,1,Mark Halsey,E0,0,23/09/00,2000
2587,14,2,1,Charlton,0,4,0,4,12,1,3.6,5,10,1,2,1.44,A,5,3.5,7,A,1.45,Newcastle,6.5,0,Andy D'Urso,E0,0,23/09/00,2000
2588,10,2,0,Man City,0,5,0,7,18,0,3.4,5,14,0,2,1.53,D,4,3.3,4,D,1.6,Tottenham,5.5,0,Steve Bennett,E0,0,23/09/00,2000
2589,14,3,0,Everton,0,9,1,9,10,3,3.3,4,13,1,1,1.8,H,3.6,3.1,3,D,1.75,Leicester,3.75,1,Alan Wiley,E0,0,24/09/00,2000
2590,0,6,0,Derby,0,6,2,11,12,1,3.4,7,1,1,1,1.53,H,4.7,3.4,6,H,1.5,Aston Villa,5.5,4,David Ellaray,E0,0,30/09/00,2000
2591,8,6,1,Coventry,0,6,0,10,12,1,3.3,8,16,2,2,1.8,A,3.5,3,6,D,1.8,Charlton,3.75,2,Rob Styles,E0,0,30/09/00,2000
2592,6,7,1,Ipswich,0,4,0,9,7,1,3.4,3,5,3,0,1.72,A,3.6,3.1,1,A,1.75,Everton,4,0,Jeff Winter,E0,0,30/09/00,2000
2593,11,5,1,Tottenham,0,6,0,10,14,0,3.4,7,20,3,2,1.72,A,3.5,3,4,H,1.8,Leeds,4,4,Neale Barry,E0,0,30/09/00,2000
2594,16,9,0,Newcastle,0,10,0,15,9,0,3.25,7,12,1,1,2.4,D,2.5,2.9,8,A,2.3,Man City,2.5,0,Paul Taylor,E0,0,30/09/00,2000
2595,6,5,2,Middlesbrough,0,6,0,7,16,2,3.25,8,22,3,2,2.2,A,2.8,3,6,A,2.1,Southampton,2.75,1,Graham Poll,E0,0,30/09/00,2000
2596,14,6,0,Bradford,0,7,1,9,14,3,3.6,6,10,1,2,1.44,H,4.5,3.3,2,D,1.55,West Ham,6.5,1,Mike Dean,E0,0,30/09/00,2000
2597,18,4,0,Man United,0,3,1,13,7,2,2.9,5,17,0,3,2.5,H,2.5,2.9,11,H,2.3,Arsenal,2.62,1,Graham Barber,E0,0,01/10/00,2000
2598,14,2,0,Liverpool,0,3,2,10,11,1,3,5,14,0,1,2.2,H,2.9,2.9,1,H,2.1,Chelsea,3,3,Dermot Gallagher,E0,0,01/10/00,2000
2599,12,2,0,Leicester,0,6,0,8,11,3,3.2,5,8,0,1,1.9,D,3.1,3,2,D,1.9,Sunderland,3.5,0,Steve Lodge,E0,0,01/10/00,2000
2600,12,3,0,Aston Villa,1,7,0,8,16,1,3.4,10,20,0,4,1.53,D,4.2,3.2,4,H,1.6,Arsenal,5.5,1,Rob Harris,E0,0,14/10/00,2000
2601,12,5,0,Tottenham,0,3,2,4,0,0,3.1,5,16,1,4,2.62,H,2.5,2.9,5,H,2.3,Coventry,2.37,2,Peter Jones,E0,1,14/10/00,2000
2602,16,4,0,Southampton,0,9,0,7,7,1,3.3,3,13,1,3,1.8,D,3.5,3,8,D,1.8,Everton,3.75,1,David Ellaray,E0,0,14/10/00,2000
2603,10,2,0,West Ham,0,8,1,7,11,0,3.1,8,11,1,4,2.37,H,2.7,2.9,5,D,2.2,Ipswich,2.62,1,Neale Barry,E0,0,14/10/00,2000
2604,7,8,0,Charlton,0,8,1,10,22,0,3.6,10,9,1,1,1.5,H,4.5,3.3,5,H,1.55,Leeds,5.5,3,Mike Dean,E0,0,14/10/00,2000
2605,8,5,1,Man United,0,6,0,16,10,0,3.3,4,11,3,0,3.75,A,1.9,3,7,A,3.1,Leicester,1.8,0,Paul Durkin,E0,0,14/10/00,2000
2606,10,2,0,Bradford,0,5,2,10,13,0,3.3,10,16,0,2,1.8,H,3.8,3.1,6,H,1.7,Man City,3.75,2,Barry Knight,E0,0,14/10/00,2000
2607,12,2,0,Chelsea,1,5,0,11,16,0,3.2,11,18,0,1,3,D,2.35,3,0,H,2.35,Sunderland,2.1,1,Jeff Winter,E0,1,14/10/00,2000
2608,18,11,1,Liverpool,0,4,0,16,6,1,3.2,0,13,4,1,3.75,A,1.9,2.9,3,A,3.2,Derby,1.83,0,Steve Bennett,E0,0,15/10/00,2000
2609,8,8,1,Newcastle,0,6,0,15,8,2,3.1,2,13,3,1,2.5,A,2.4,2.9,6,A,2.4,Middlesbrough,2.5,1,Steve Dunn,E0,0,16/10/00,2000
2610,15,3,1,Ipswich,0,9,0,12,7,1,3.2,3,14,2,0,2.25,A,2.7,2.9,1,A,2.2,Bradford,2.75,0,Paul Taylor,E0,0,21/10/00,2000
2611,11,6,0,Middlesbrough,0,5,0,8,5,2,3.2,2,19,0,2,2.1,D,2.7,2.9,6,H,2.2,Charlton,3,1,Mike Riley,E0,0,21/10/00,2000
2612,6,3,0,Coventry,1,10,2,3,33,0,3.6,19,8,1,1,1.4,H,4.7,3.4,0,H,1.5,Chelsea,7.5,6,Steve Lodge,E0,0,21/10/00,2000
2613,8,3,0,Leicester,0,10,0,8,24,1,3.4,11,10,0,2,1.5,D,4.7,3.4,9,H,1.5,Liverpool,6,1,Andy D'Urso,E0,0,21/10/00,2000
2614,9,0,0,Leeds,0,12,1,5,26,0,3.6,14,18,0,2,1.44,H,4.7,3.4,4,H,1.5,Man United,6.5,3,Jeff Winter,E0,0,21/10/00,2000
2615,9,4,0,Everton,0,5,0,9,11,1,3.4,4,12,1,3,1.53,D,4.5,3.3,4,A,1.55,Newcastle,5.5,0,Mark Halsey,E0,0,21/10/00,2000
2616,9,7,1,Derby,0,7,2,8,18,1,3.6,8,16,1,2,1.44,H,4.7,3.4,4,H,1.5,Tottenham,6.5,3,Mike Dean,E0,0,21/10/00,2000
2617,15,5,2,Arsenal,0,5,0,13,11,1,3.2,3,11,2,0,3,A,2.1,2.9,4,A,2.9,West Ham,2.1,1,Dermot Gallagher,E0,0,21/10/00,2000
2618,11,3,0,Sunderland,0,7,0,7,17,1,3.4,4,17,0,3,1.72,D,4.2,3.2,3,D,1.6,Aston Villa,4,0,Rob Styles,E0,0,22/10/00,2000
2619,10,4,1,Man City,0,9,0,11,19,1,3.25,6,15,2,2,1.9,A,3,2.9,3,A,2,Southampton,3.4,0,Alan Wiley,E0,0,23/10/00,2000
2620,6,2,0,Man City,1,10,1,6,22,0,4.5,14,13,0,3,1.28,H,7,4,4,H,1.3,Arsenal,8,5,Rob Styles,E0,0,28/10/00,2000
2621,13,4,0,Charlton,0,9,2,7,12,3,3.25,7,11,1,2,1.61,H,4.2,3.2,6,H,1.6,Aston Villa,5,2,Dermot Gallagher,E0,0,28/10/00,2000
2622,12,3,0,Tottenham,0,2,2,6,9,3,3.25,7,14,0,3,1.61,H,3.8,3.1,3,H,1.7,Chelsea,5,3,Steve Dunn,E0,0,28/10/00,2000
2623,8,3,0,Middlesbrough,0,6,2,7,19,0,3.2,11,17,1,2,2.1,H,2.9,2.9,1,H,2.1,Ipswich,3,2,Neale Barry,E0,0,28/10/00,2000
2624,9,2,1,Derby,0,7,1,7,9,0,3.1,5,18,1,3,1.66,D,4.2,3.2,3,H,1.6,Leicester,5,2,Graham Poll,E0,0,28/10/00,2000
2625,5,5,0,Southampton,0,7,2,12,16,0,5,8,9,0,0,1.2,H,9,4.7,7,H,1.2,Man United,11,5,Andy D'Urso,E0,0,28/10/00,2000
2626,17,4,0,Coventry,0,1,0,10,11,2,3.25,7,10,0,2,1.61,D,3.8,3.2,3,H,1.65,Sunderland,5,1,Alan Wiley,E0,0,28/10/00,2000
2627,15,5,0,Newcastle,0,3,0,12,11,3,3.25,4,10,0,2,2.3,D,2.7,2.9,8,H,2.2,West Ham,2.62,1,Mike Riley,E0,0,28/10/00,2000
2628,15,9,0,Leeds,0,5,1,12,11,3,3.3,6,15,1,4,3.75,H,2,2.9,9,D,3,Bradford,1.8,1,Steve Lodge,E0,0,29/10/00,2000
2629,10,7,1,Everton,1,9,1,9,10,0,3.1,8,10,1,1,1.72,D,3.5,3,6,H,1.8,Liverpool,4.5,3,Paul Durkin,E0,0,29/10/00,2000
2630,10,8,0,Bradford,1,3,2,12,11,0,3.4,7,20,0,1,1.72,H,4.2,3.2,6,H,1.6,Charlton,4,2,Neale Barry,E0,0,04/11/00,2000
2631,17,6,2,Man United,0,3,0,11,4,1,3.25,2,8,2,1,5.5,A,1.6,3.3,9,A,4,Coventry,1.57,1,Graham Poll,E0,0,04/11/00,2000
2632,18,8,2,Liverpool,0,7,1,14,10,1,3.1,7,18,3,4,2.5,A,2.7,2.9,7,H,2.2,Leeds,2.5,4,David Ellaray,E0,0,04/11/00,2000
2633,12,2,0,Leicester,0,9,0,3,14,1,3.1,3,14,1,2,2.25,D,2.7,2.9,4,A,2.2,Man City,2.8,0,Mark Halsey,E0,0,04/11/00,2000
2634,10,8,1,Arsenal,0,5,0,11,4,1,3.3,3,11,1,1,4.5,A,1.8,3,8,A,3.5,Middlesbrough,1.66,0,Andy D'Urso,E0,1,04/11/00,2000
2635,13,5,1,Ipswich,0,7,1,8,11,1,3.4,6,7,1,0,1.72,D,3.6,3.1,4,H,1.75,Newcastle,4,2,Alan Wiley,E0,0,04/11/00,2000
2636,16,4,0,Chelsea,0,7,2,9,10,4,3.3,4,11,2,2,3.75,H,1.85,3,7,H,3.3,Southampton,1.8,3,Jeff Winter,E0,0,04/11/00,2000
2637,18,3,0,Sunderland,0,8,1,12,11,1,3.25,6,9,1,0,1.9,H,3,2.9,7,H,2,Tottenham,3.4,2,Dermot Gallagher,E0,1,04/11/00,2000
2638,17,1,0,Aston Villa,0,6,0,4,14,3,3.1,6,23,1,2,2.37,D,2.5,2.9,2,A,2.3,Everton,2.62,0,Steve Lodge,E0,0,05/11/00,2000
2639,14,6,0,West Ham,0,6,0,6,14,1,3.1,2,18,0,1,2.62,D,2.2,2.9,1,D,2.7,Derby,2.37,0,Paul Durkin,E0,0,06/11/00,2000
2640,12,2,0,Derby,0,10,0,9,15,0,5.5,9,13,0,2,1.16,D,9,4.7,0,D,1.2,Arsenal,12,0,Steve Lodge,E0,0,11/11/00,2000
2641,15,2,0,Tottenham,0,10,1,3,11,0,3.1,6,13,0,3,1.8,H,3.8,3.1,1,H,1.7,Aston Villa,4,2,Barry Knight,E0,0,11/11/00,2000
2642,8,4,0,Everton,0,3,0,9,11,1,3.1,6,18,1,2,2.5,D,2.5,2.9,3,A,2.3,Bradford,2.5,0,Rob Harris,E0,0,11/11/00,2000
2643,8,4,0,Charlton,0,13,0,7,30,0,3.2,13,12,0,2,1.83,D,3.2,2.9,3,H,1.9,Ipswich,3.75,2,Steve Bennett,E0,0,11/11/00,2000
2644,7,1,0,Newcastle,0,0,0,7,8,1,3.2,4,8,1,1,2.2,D,2.7,2.9,3,D,2.2,Leicester,2.8,1,Rob Styles,E0,0,11/11/00,2000
2645,5,1,1,Middlesbrough,0,10,0,5,18,0,5.5,11,10,1,0,1.16,A,8,4.3,0,H,1.25,Man United,12,2,Paul Durkin,E0,0,11/11/00,2000
2646,13,5,1,Southampton,0,7,1,10,11,1,3.3,5,21,2,1,1.66,D,4.2,3.2,4,D,1.6,Sunderland,4.5,2,Mike Dean,E0,0,11/11/00,2000
2647,7,5,1,Man City,0,7,0,10,22,1,3.2,11,7,1,1,1.72,A,3.8,3.1,5,H,1.7,West Ham,4.33,4,Jeff Winter,E0,0,11/11/00,2000
2648,19,3,0,Leeds,0,3,0,11,12,4,3.3,7,24,1,4,1.8,D,3.6,3.1,2,D,1.75,Chelsea,3.75,1,Graham Poll,E0,0,12/11/00,2000
2649,10,5,0,Coventry,0,7,1,10,19,1,4,13,12,1,0,1.33,H,8,4.3,1,H,1.25,Liverpool,8,4,Mike Riley,E0,0,12/11/00,2000
2650,18,3,0,Chelsea,0,4,1,13,10,2,3.25,6,22,0,3,3.4,H,2.1,2.9,5,H,2.9,Charlton,1.9,2,Paul Durkin,E0,0,18/11/00,2000
2651,10,4,0,Bradford,0,2,0,7,7,3,3.4,3,18,0,1,1.72,D,3.4,2.9,4,H,1.85,Derby,4,2,Andy D'Urso,E0,0,18/11/00,2000
2652,20,2,0,Arsenal,0,3,0,4,4,3,3.4,2,12,0,1,4,D,1.9,2.8,5,H,3.3,Everton,1.72,2,Mike Riley,E0,0,18/11/00,2000
2653,14,3,1,West Ham,0,2,0,4,15,1,3.5,6,19,1,1,1.57,A,3.8,3.1,2,A,1.7,Leeds,5,0,Paul Taylor,E0,0,18/11/00,2000
2654,13,4,1,Man United,0,10,0,8,10,3,3.4,4,8,1,1,6,A,1.6,3.2,11,A,4.2,Man City,1.5,0,Steve Dunn,E0,0,18/11/00,2000
2655,8,7,2,Leicester,0,6,0,9,11,3,3.1,4,12,3,1,2.37,A,2.7,2.9,2,A,2.2,Middlesbrough,2.62,0,Alan Wiley,E0,0,18/11/00,2000
2656,17,6,0,Sunderland,0,1,1,9,19,1,3.2,9,26,2,3,1.72,H,3.3,3,4,A,1.85,Newcastle,4.33,1,Graham Poll,E0,0,18/11/00,2000
2657,10,3,0,Aston Villa,0,3,2,9,7,0,3.1,3,10,0,0,2.62,H,2.4,2.9,3,H,2.4,Southampton,2.37,2,Peter Jones,E0,0,18/11/00,2000
2658,11,4,1,Liverpool,0,6,2,9,6,1,3.2,4,13,1,2,2.75,H,2.35,3,5,H,2.35,Tottenham,2.25,2,Mark Halsey,E0,0,19/11/00,2000
2659,10,4,0,Ipswich,0,5,0,10,12,1,3.1,5,12,1,1,2.5,D,2.7,2.9,5,A,2.2,Coventry,2.5,0,David Ellaray,E0,0,20/11/00,2000
2660,16,3,0,Sunderland,0,7,0,8,10,0,3.2,2,16,1,1,2.1,D,3.3,3,8,A,1.85,Charlton,3,0,Steve Dunn,E0,0,25/11/00,2000
2661,9,4,1,Aston Villa,0,6,0,7,10,1,3.1,2,19,1,2,2.75,A,2.3,2.9,1,D,2.5,Coventry,2.3,1,Jeff Winter,E0,0,25/11/00,2000
2662,12,7,0,Man United,0,3,0,12,1,2,3.6,0,12,3,1,6.5,D,1.65,3.1,9,A,4,Derby,1.44,0,David Ellaray,E0,0,25/11/00,2000
2663,11,6,1,Chelsea,1,1,0,10,11,0,3.25,5,18,1,3,2.5,A,2.4,2.9,4,H,2.4,Everton,2.4,2,Rob Styles,E0,0,25/11/00,2000
2664,8,4,2,Ipswich,0,6,0,11,9,0,3.1,4,5,3,2,2.37,A,2.8,3,5,A,2.1,Man City,2.62,2,Mike Dean,E0,0,25/11/00,2000
2665,17,5,2,Bradford,0,6,0,9,14,0,3.5,9,18,2,2,1.61,A,3.6,3.1,4,D,1.75,Middlesbrough,4.5,2,Paul Taylor,E0,1,25/11/00,2000
2666,12,8,2,West Ham,0,6,1,14,10,1,3.2,5,10,3,2,2.25,A,2.4,2.9,10,A,2.4,Southampton,2.75,2,Steve Bennett,E0,0,25/11/00,2000
2667,21,5,0,Leicester,1,5,2,11,15,1,3.4,7,15,0,3,1.9,H,3,2.9,8,H,2,Tottenham,3.25,3,Rob Harris,E0,0,25/11/00,2000
2668,19,3,0,Arsenal,0,8,0,9,12,1,3.25,6,22,0,7,2.62,D,2.4,2.9,4,H,2.4,Leeds,2.3,1,Dermot Gallagher,E0,0,26/11/00,2000
2669,17,9,0,Liverpool,0,5,1,13,9,3,3.1,6,15,1,2,2.5,H,2.5,2.9,11,H,2.3,Newcastle,2.5,2,Barry Knight,E0,0,26/11/00,2000
2670,14,5,0,Southampton,0,16,0,7,24,0,4.5,12,15,0,2,1.28,D,6.2,3.8,8,H,1.35,Arsenal,8,1,Steve Dunn,E0,0,02/12/00,2000
2671,11,5,0,Newcastle,0,8,1,9,8,2,3.25,4,12,1,1,1.9,H,3,2.9,2,D,2,Aston Villa,3.4,1,David Ellaray,E0,0,02/12/00,2000
2672,11,7,0,Coventry,0,9,0,13,10,3,3.2,6,12,1,2,2.25,D,2.7,2.9,8,H,2.2,Bradford,2.75,2,Mike Dean,E0,0,02/12/00,2000
2673,13,3,1,Derby,0,6,0,3,11,1,3.4,5,13,1,1,1.53,A,4.2,3.2,1,A,1.6,Ipswich,5.5,0,Mark Halsey,E0,0,02/12/00,2000
2674,10,4,0,Leeds,1,0,3,12,8,1,3.1,5,7,1,2,2.5,H,2.7,2.9,6,H,2.2,Leicester,2.5,3,Steve Bennett,E0,0,02/12/00,2000
2675,10,2,0,Charlton,0,6,1,7,13,1,3.75,3,9,0,1,1.36,H,5.5,3.6,5,H,1.4,Liverpool,8,3,Rob Styles,E0,0,02/12/00,2000
2676,7,3,0,Tottenham,0,7,1,5,16,2,4,8,8,0,1,1.3,H,6.2,3.8,5,H,1.35,Man United,9.5,2,Graham Poll,E0,0,02/12/00,2000
2677,17,3,0,Middlesbrough,1,7,1,5,14,1,3.5,6,19,0,4,1.57,H,3.8,3.1,5,H,1.7,West Ham,5,1,Roy Burton,E0,0,02/12/00,2000
2678,9,5,0,Man City,0,7,2,11,9,2,3.5,7,12,1,0,1.44,H,5,3.5,10,H,1.45,Chelsea,7,2,Dermot Gallagher,E0,0,03/12/00,2000
2679,16,2,0,Everton,0,8,1,7,24,0,3.2,11,23,0,3,1.75,H,3.5,3,4,H,1.8,Sunderland,4.2,2,Peter Jones,E0,0,04/12/00,2000
2680,10,1,0,Newcastle,0,5,2,3,15,0,3.6,10,11,0,3,1.44,H,4.7,3.4,2,H,1.5,Arsenal,6.5,5,Mike Dean,E0,0,09/12/00,2000
2681,6,4,2,Tottenham,0,7,1,6,13,2,3.3,6,16,3,0,2.62,A,2.35,3,2,D,2.35,Bradford,2.25,3,Neale Barry,E0,0,09/12/00,2000
2682,6,8,2,Man United,0,9,1,15,15,0,3.4,8,10,3,1,6,A,1.65,3.2,6,D,3.8,Charlton,1.5,3,Steve Lodge,E0,0,09/12/00,2000
2683,8,3,0,Derby,0,3,3,5,19,0,3.6,10,14,1,0,1.4,H,5.5,3.6,6,H,1.4,Chelsea,7.5,4,Paul Taylor,E0,0,09/12/00,2000
2684,12,4,0,Everton,0,5,3,14,13,0,3.3,9,12,0,1,2.37,H,2.4,3,13,H,2.3,Man City,2.5,5,Steve Bennett,E0,0,09/12/00,2000
2685,13,5,0,Leeds,0,2,1,13,12,3,3.3,3,15,0,4,2.5,H,2.35,3,10,H,2.35,Southampton,2.37,1,Paul Durkin,E0,1,09/12/00,2000
2686,22,5,0,Middlesbrough,0,5,0,8,8,1,3.3,5,21,0,3,1.66,D,3.6,3.1,3,H,1.75,Sunderland,4.5,1,Graham Poll,E0,0,09/12/00,2000
2687,14,4,1,Aston Villa,0,4,1,15,13,1,3.2,5,15,1,3,2.1,D,3,2.9,4,D,2,West Ham,3,1,Mike Riley,E0,0,09/12/00,2000
2688,11,1,0,Leicester,0,8,1,6,12,0,3.2,5,15,0,1,2.75,H,2.2,2.9,10,H,2.7,Coventry,2.25,1,Steve Dunn,E0,0,10/12/00,2000
2689,12,6,1,Ipswich,0,8,0,11,14,1,3.6,5,14,1,3,1.44,A,4.7,3.4,5,A,1.5,Liverpool,6.5,0,Alan Wiley,E0,0,10/12/00,2000
2690,8,4,0,Man City,0,5,0,9,10,2,3.25,5,16,2,1,1.57,D,4.7,3.4,4,D,1.5,Aston Villa,5.5,2,Andy D'Urso,E0,1,16/12/00,2000
2691,17,5,0,Coventry,0,3,1,14,4,1,3.2,3,10,0,3,2,H,3.2,2.9,5,H,1.9,Derby,3.2,1,Matt Messias,E0,0,16/12/00,2000
2692,10,4,0,West Ham,0,9,0,9,15,1,3.2,5,7,1,2,2.25,D,2.5,2.9,7,D,2.3,Everton,2.75,1,Clive Wilkes,E0,0,16/12/00,2000
2693,11,4,1,Southampton,0,6,0,13,15,1,3.3,7,12,1,2,1.66,A,3.6,3.1,1,H,1.75,Ipswich,4.5,3,Barry Knight,E0,0,16/12/00,2000
2694,16,6,0,Sunderland,0,8,1,17,17,3,3.3,8,20,0,4,1.66,H,3.8,3.1,5,H,1.7,Leeds,4.5,2,Rob Styles,E0,0,16/12/00,2000
2695,11,8,1,Charlton,0,5,1,12,9,1,3.3,5,16,1,2,1.66,D,3.6,3.1,5,H,1.7,Leicester,4.5,3,Alan Wiley,E0,0,16/12/00,2000
2696,14,3,0,Chelsea,0,3,0,9,7,0,3.1,4,16,0,2,3.1,D,2.2,2.9,5,H,2.7,Middlesbrough,2.1,1,Peter Jones,E0,0,16/12/00,2000
2697,16,3,0,Bradford,0,4,1,7,17,0,3.6,6,17,1,2,1.5,H,5.5,3.6,3,H,1.4,Newcastle,5.5,2,Steve Dunn,E0,0,16/12/00,2000
2698,10,4,1,Liverpool,0,9,0,9,6,1,3.4,4,11,1,0,1.5,A,4.7,3.4,2,A,1.5,Man United,6,0,Mike Riley,E0,1,17/12/00,2000
2699,20,10,0,Arsenal,0,3,1,17,8,2,3.2,4,14,1,1,2.8,H,2.35,3,7,D,2.35,Tottenham,2.2,1,Jeff Winter,E0,0,18/12/00,2000
2700,12,2,0,Southampton,0,8,1,10,12,1,3.2,5,13,1,1,2.2,H,2.9,2.9,6,D,2.1,Coventry,2.8,1,Alan Wiley,E0,0,22/12/00,2000
2701,15,4,0,Everton,0,13,1,10,10,1,3.2,7,21,0,4,2,H,3.1,3,6,H,1.9,Charlton,3.2,1,Graham Barber,E0,0,23/12/00,2000
2702,8,1,0,Bradford,0,5,1,7,17,0,4,8,12,0,1,1.33,H,6.2,3.8,4,H,1.35,Chelsea,8,3,Barry Knight,E0,0,23/12/00,2000
