,HTAG,HF,FTR,FTAG,AY,AR,HST,HS,Date,AC,AF,HR,FTHG,IWA,HC,AwayTeam,HTHG,IWD,Div,WHH,WHD,IWH,AS,HTR,HY,WHA,AST,Referee,HomeTeam,SeasonDate
3436,0,7,H,0,1,0,8,16,02/12/00,5,8,0,2,6.2,7,Tottenham,1,3.8,E0,1.3,4,1.35,5,H,2,9.5,3,Graham Poll,Man United,2000
3437,0,17,H,0,4,1,6,14,02/12/00,5,19,0,1,3.8,7,Middlesbrough,1,3.1,E0,1.57,3.5,1.7,5,H,1,5,3,Roy Burton,West Ham,2000
3438,0,9,H,1,0,0,7,9,03/12/00,10,12,0,2,5,7,Man City,2,3.5,E0,1.44,3.5,1.45,11,H,2,7,5,Dermot Gallagher,Chelsea,2000
3439,0,16,H,0,3,0,11,24,04/12/00,4,23,0,2,3.5,8,Everton,1,3,E0,1.75,3.2,1.8,7,H,0,4.2,2,Peter Jones,Sunderland,2000
3440,0,10,H,0,3,0,10,15,09/12/00,2,11,0,5,4.7,5,Newcastle,2,3.4,E0,1.44,3.6,1.5,3,H,0,6.5,1,Mike Dean,Arsenal,2000
3441,2,6,D,3,0,0,6,13,09/12/00,2,16,0,3,2.35,7,Tottenham,1,3,E0,2.62,3.3,2.35,6,A,2,2.25,4,Neale Barry,Bradford,2000
3442,2,6,D,3,1,0,8,15,09/12/00,6,10,0,3,1.65,9,Man United,1,3.2,E0,6,3.4,3.8,15,A,0,1.5,8,Steve Lodge,Charlton,2000
3443,0,8,H,1,0,0,10,19,09/12/00,6,14,0,4,5.5,3,Derby,3,3.6,E0,1.4,3.6,1.4,5,H,0,7.5,3,Paul Taylor,Chelsea,2000
3444,0,12,H,0,1,0,9,13,09/12/00,13,12,0,5,2.4,5,Everton,3,3,E0,2.37,3.3,2.3,14,H,0,2.5,4,Steve Bennett,Man City,2000
3445,0,13,H,0,4,0,3,12,09/12/00,10,15,1,1,2.35,2,Leeds,1,3,E0,2.5,3.3,2.35,13,H,3,2.37,5,Paul Durkin,Southampton,2000
3446,0,22,H,0,3,0,5,8,09/12/00,3,21,0,1,3.6,5,Middlesbrough,0,3.1,E0,1.66,3.3,1.75,8,D,1,4.5,5,Graham Poll,Sunderland,2000
3447,1,14,D,1,3,0,5,13,09/12/00,4,15,0,1,3,4,Aston Villa,1,2.9,E0,2.1,3.2,2,15,D,1,3,4,Mike Riley,West Ham,2000
3448,0,11,H,0,1,0,5,12,10/12/00,10,15,0,1,2.2,8,Leicester,1,2.9,E0,2.75,3.2,2.7,6,H,0,2.25,1,Steve Dunn,Coventry,2000
3449,1,12,A,1,3,0,5,14,10/12/00,5,14,0,0,4.7,8,Ipswich,0,3.4,E0,1.44,3.6,1.5,11,A,1,6.5,6,Alan Wiley,Liverpool,2000
3450,0,8,D,2,1,0,5,10,16/12/00,4,16,1,2,4.7,5,Man City,0,3.4,E0,1.57,3.25,1.5,9,D,2,5.5,4,Andy D'Urso,Aston Villa,2000
3451,0,17,H,0,3,0,3,4,16/12/00,5,10,0,1,3.2,3,Coventry,1,2.9,E0,2,3.2,1.9,14,H,1,3.2,5,Matt Messias,Derby,2000
3452,0,10,D,1,2,0,5,15,16/12/00,7,7,0,1,2.5,9,West Ham,0,2.9,E0,2.25,3.2,2.3,9,D,1,2.75,4,Clive Wilkes,Everton,2000
3453,1,11,H,1,2,0,7,15,16/12/00,1,12,0,3,3.6,6,Southampton,0,3.1,E0,1.66,3.3,1.75,13,A,1,4.5,4,Barry Knight,Ipswich,2000
3454,0,16,H,0,4,0,8,17,16/12/00,5,20,0,2,3.8,8,Sunderland,1,3.1,E0,1.66,3.3,1.7,17,H,3,4.5,6,Rob Styles,Leeds,2000
3455,1,11,H,1,2,0,5,9,16/12/00,5,16,0,3,3.6,5,Charlton,1,3.1,E0,1.66,3.3,1.7,12,D,1,4.5,8,Alan Wiley,Leicester,2000
3456,0,14,H,0,2,0,4,7,16/12/00,5,16,0,1,2.2,3,Chelsea,0,2.9,E0,3.1,3.1,2.7,9,D,0,2.1,3,Peter Jones,Middlesbrough,2000
3457,0,16,H,1,2,0,6,17,16/12/00,3,17,0,2,5.5,4,Bradford,1,3.6,E0,1.5,3.6,1.4,7,H,0,5.5,3,Steve Dunn,Newcastle,2000
3458,1,10,A,1,0,0,4,6,17/12/00,2,11,1,0,4.7,9,Liverpool,0,3.4,E0,1.5,3.4,1.5,9,A,1,6,4,Mike Riley,Man United,2000
3459,0,20,D,1,1,0,4,8,18/12/00,7,14,0,1,2.35,3,Arsenal,1,3,E0,2.8,3.2,2.35,17,H,2,2.2,10,Jeff Winter,Tottenham,2000
3460,0,12,D,1,1,0,5,12,22/12/00,6,13,0,1,2.9,8,Southampton,1,2.9,E0,2.2,3.2,2.1,10,H,1,2.8,2,Alan Wiley,Coventry,2000
3461,0,15,H,0,4,0,7,10,23/12/00,6,21,0,1,3.1,13,Everton,1,3,E0,2,3.2,1.9,10,H,1,3.2,4,Graham Barber,Charlton,2000
3462,0,8,H,0,1,0,8,17,23/12/00,4,12,0,3,6.2,5,Bradford,1,3.8,E0,1.33,4,1.35,7,H,0,8,1,Barry Knight,Chelsea,2000
3463,0,17,H,0,2,0,5,8,23/12/00,3,16,0,2,2.4,2,Newcastle,1,2.9,E0,2.5,3.25,2.4,8,H,1,2.4,4,Rob Harris,Derby,2000
3464,1,18,A,2,4,0,5,15,23/12/00,2,18,0,1,3.3,10,Aston Villa,0,3,E0,1.66,3.3,1.85,8,A,1,4.5,5,Mark Halsey,Leeds,2000
3465,1,7,H,1,0,0,6,11,23/12/00,5,5,0,2,2.9,6,West Ham,1,2.9,E0,2.1,3.2,2.1,11,D,1,3,4,Graham Poll,Leicester,2000
3466,0,18,H,0,0,0,6,12,23/12/00,3,14,0,4,2.9,6,Arsenal,1,2.9,E0,2.2,3.2,2.1,12,H,2,2.8,6,Paul Durkin,Liverpool,2000
3467,0,7,H,0,1,0,4,20,23/12/00,3,8,0,2,5,11,Ipswich,2,3.5,E0,1.28,4.5,1.45,5,H,0,8,3,Steve Bennett,Man United,2000
3468,0,14,H,0,2,0,5,9,23/12/00,6,18,0,1,4.2,8,Man City,1,3.2,E0,1.57,3.5,1.6,9,H,2,5,3,David Ellaray,Sunderland,2000
3469,0,22,D,0,3,0,8,16,23/12/00,4,13,0,0,3.6,8,Middlesbrough,0,3.1,E0,1.57,3.5,1.75,5,D,2,5,0,Rob Styles,Tottenham,2000
3470,0,14,H,1,0,0,15,27,26/12/00,0,11,0,6,4.7,14,Leicester,1,3.4,E0,1.4,3.6,1.5,2,H,0,7.5,2,Dermot Gallagher,Arsenal,2000
3471,0,15,A,1,2,0,3,6,26/12/00,4,16,0,0,2,2,Man United,0,2.9,E0,3.75,3.3,3,14,D,1,1.8,3,Graham Poll,Aston Villa,2000
3472,1,17,A,4,0,0,3,11,26/12/00,8,17,0,1,2.4,9,Sunderland,0,2.9,E0,2.62,3.3,2.4,16,A,2,2.25,11,Paul Durkin,Bradford,2000
3473,0,14,A,2,1,0,9,17,26/12/00,2,16,0,1,3.8,5,Coventry,0,3.1,E0,1.66,3.4,1.7,10,D,2,4.33,5,Neale Barry,Everton,2000
3474,2,5,D,2,4,0,13,19,26/12/00,2,9,0,2,2.5,8,Chelsea,1,2.9,E0,2.3,3.1,2.3,7,A,0,2.75,4,Jeff Winter,Ipswich,2000
3475,0,15,D,0,2,0,7,15,26/12/00,7,14,0,0,3.1,7,Derby,0,3,E0,1.9,3.25,1.9,14,D,2,3.4,3,Mike Riley,Man City,2000
3476,0,7,H,0,2,0,2,7,26/12/00,6,9,0,1,2.1,2,Liverpool,1,2.9,E0,3.75,3.2,2.9,11,H,2,1.83,5,Steve Lodge,Middlesbrough,2000
3477,1,23,H,1,2,0,4,13,26/12/00,2,17,0,2,2.7,7,Leeds,2,2.9,E0,2.37,3.3,2.2,8,H,4,2.5,5,Andy D'Urso,Newcastle,2000
3478,0,19,H,0,0,0,10,17,26/12/00,8,11,0,5,3.6,5,Charlton,3,3.1,E0,1.61,3.6,1.75,12,H,1,4.33,8,Steve Dunn,West Ham,2000
3479,0,17,H,0,3,0,6,17,27/12/00,4,13,0,2,2.7,4,Tottenham,2,2.9,E0,2.37,3.1,2.2,7,H,1,2.62,2,David Ellaray,Southampton,2000
3480,0,14,D,2,3,0,9,17,30/12/00,1,18,0,2,5.5,11,Sunderland,2,3.6,E0,1.36,3.75,1.4,14,H,0,8,7,Graham Barber,Arsenal,2000
3481,0,13,H,0,0,0,9,18,30/12/00,5,17,0,3,3,10,Tottenham,1,2.9,E0,1.9,3.25,2,6,H,0,3.4,3,Matt Messias,Ipswich,2000
3482,2,11,A,4,2,0,1,8,30/12/00,4,14,0,1,3.1,7,Charlton,0,3,E0,1.8,3.3,1.9,13,A,1,3.75,8,Clive Wilkes,Man City,2000
3483,1,9,D,1,3,0,6,14,30/12/00,3,16,0,1,3.8,4,Coventry,0,3.1,E0,1.66,3.4,1.7,9,A,1,4.33,3,Dermot Gallagher,Middlesbrough,2000
3484,1,13,D,1,3,0,4,14,30/12/00,3,10,0,1,2,6,Man United,0,2.9,E0,3.75,3.3,3,8,A,2,1.8,6,Mike Riley,Newcastle,2000
3485,0,17,H,0,2,0,5,10,30/12/00,6,10,0,1,3.3,7,Derby,0,3,E0,1.83,3.3,1.85,9,D,0,3.6,5,Andy D'Urso,Southampton,2000
3486,0,15,H,0,1,0,4,9,01/01/01,12,12,0,1,2,6,Arsenal,1,2.9,E0,3.4,3.25,3,10,H,1,1.9,5,Graham Poll,Charlton,2000
3487,0,15,H,0,1,0,5,13,01/01/01,5,19,0,1,3.8,2,Aston Villa,1,3.1,E0,1.61,3.25,1.7,7,H,0,5,3,Paul Durkin,Chelsea,2000
3488,0,16,D,1,2,0,9,19,01/01/01,8,15,0,1,3.1,12,Man City,0,3,E0,1.8,3.3,1.9,10,D,1,3.75,5,Barry Knight,Coventry,2000
3489,0,9,H,0,3,0,3,7,01/01/01,11,18,0,1,2.9,5,Everton,1,2.9,E0,1.83,3.3,2.1,9,H,2,3.6,6,Alan Wiley,Derby,2000
3490,1,14,D,1,3,0,5,16,01/01/01,1,15,0,1,4.5,5,Middlesbrough,0,3.3,E0,1.57,3.25,1.55,5,A,2,5.5,3,David Ellaray,Leeds,2000
3491,2,11,A,2,3,0,3,9,01/01/01,3,14,0,1,4.7,5,Bradford,1,3.4,E0,1.4,3.6,1.5,8,A,0,7.5,4,Steve Lodge,Leicester,2000
3492,1,8,H,1,1,0,8,16,01/01/01,2,5,0,2,6.2,15,Southampton,1,3.8,E0,1.3,4,1.35,7,D,0,9.5,3,Dermot Gallagher,Liverpool,2000
3493,0,17,H,1,2,0,12,25,01/01/01,2,13,0,3,5.5,8,West Ham,2,3.6,E0,1.28,4.5,1.4,9,H,1,8,5,Peter Jones,Man United,2000
3494,1,15,H,1,5,0,9,16,01/01/01,3,10,0,4,3.1,4,Ipswich,1,3,E0,1.83,3.3,1.9,9,D,1,3.6,3,Neale Barry,Sunderland,2000
3495,1,11,H,2,2,2,10,16,02/01/01,6,10,1,4,3,9,Newcastle,3,2.9,E0,1.83,3.4,2,9,H,0,3.5,4,Steve Bennett,Tottenham,2000
3496,0,13,D,1,4,0,8,15,13/01/01,3,15,0,1,3.5,10,Chelsea,1,3,E0,1.72,3.2,1.8,12,H,1,4.33,8,David Ellaray,Arsenal,2000
3497,2,7,A,3,0,0,1,5,13/01/01,4,10,0,0,2.5,1,Liverpool,0,2.9,E0,2.75,3.1,2.3,12,A,2,2.3,6,Graham Barber,Aston Villa,2000
3498,0,11,A,3,0,0,3,9,13/01/01,9,11,0,0,1.45,1,Man United,0,3.5,E0,8,4,5,20,D,1,1.33,11,Alan Wiley,Bradford,2000
3499,0,11,D,0,0,0,8,17,13/01/01,0,15,0,0,2.9,9,Tottenham,0,2.9,E0,2.1,3.1,2.1,4,D,1,3.1,1,Andy D'Urso,Everton,2000
3500,1,23,A,4,3,0,3,5,13/01/01,5,17,0,0,2.35,4,Leeds,0,3,E0,2.5,3.3,2.35,10,A,5,2.37,6,Mike Dean,Man City,2000
3501,0,8,H,0,4,0,8,13,13/01/01,5,14,0,4,3.5,4,Derby,1,3,E0,1.8,3.3,1.8,6,H,0,3.75,3,Rob Styles,Middlesbrough,2000
3502,0,6,H,1,3,0,6,11,13/01/01,7,9,0,3,4.5,2,Coventry,1,3.3,E0,1.53,3.4,1.55,12,H,0,5.5,5,Jeff Winter,Newcastle,2000
3503,0,8,D,0,0,0,6,17,13/01/01,3,12,0,0,3.5,9,Charlton,0,3,E0,1.7,3.4,1.8,10,D,0,4.2,4,Steve Lodge,Southampton,2000
3504,1,20,A,2,2,0,6,13,13/01/01,6,21,0,0,3,9,Sunderland,0,2.9,E0,2.1,3.2,2,7,A,4,3,5,Matt Messias,West Ham,2000
3505,0,14,H,0,1,0,9,22,14/01/01,1,10,0,2,3,8,Leicester,0,2.9,E0,1.9,3.25,2,6,D,1,3.4,3,Mike Riley,Ipswich,2000
3506,1,11,H,1,0,1,10,23,20/01/01,1,12,0,4,4.2,11,Ipswich,1,3.2,E0,1.57,3.5,1.6,5,D,3,5,2,Andy D'Urso,Chelsea,2000
3507,3,9,A,3,1,0,5,9,20/01/01,3,22,0,1,3.1,15,Everton,0,3,E0,1.83,3.3,1.9,8,A,0,3.6,4,Paul Durkin,Coventry,2000
3508,0,17,D,1,2,0,3,9,20/01/01,4,22,0,1,3.6,5,Man City,0,3.1,E0,1.8,3.3,1.75,10,D,2,3.75,4,Jeff Winter,Derby,2000
3509,2,12,A,3,1,0,5,12,20/01/01,1,18,0,1,4.2,16,Newcastle,1,3.2,E0,1.61,3.5,1.6,11,A,2,4.5,7,Alan Wiley,Leeds,2000
3510,0,6,D,0,2,0,0,3,20/01/01,9,8,1,0,2.1,1,Arsenal,0,2.9,E0,3.2,3.2,2.9,13,D,2,2,4,Barry Knight,Leicester,2000
3511,0,9,D,0,1,0,7,22,20/01/01,3,10,0,0,4.7,7,Middlesbrough,0,3.4,E0,1.4,3.6,1.5,4,D,1,7.5,2,Steve Dunn,Liverpool,2000
3512,0,10,H,0,2,0,7,12,20/01/01,3,19,0,2,7,7,Aston Villa,0,4,E0,1.28,4.33,1.3,5,D,1,8.5,3,Mike Riley,Man United,2000
3513,0,10,D,0,1,0,4,9,20/01/01,0,15,0,0,3.6,6,Southampton,0,3.1,E0,1.57,3.5,1.75,9,D,0,5,6,Clive Wilkes,Tottenham,2000
3514,0,10,D,0,1,0,6,14,21/01/01,7,13,0,0,7,8,Bradford,0,4,E0,1.33,4,1.3,7,D,0,8,3,Mark Halsey,Sunderland,2000
3515,0,11,D,1,1,0,3,9,22/01/01,5,8,0,1,2.5,0,West Ham,1,2.9,E0,2.2,3.2,2.3,18,H,0,2.8,3,Dermot Gallagher,Charlton,2000
3516,1,11,A,2,0,0,4,12,24/01/01,3,10,0,1,2.9,5,Leeds,1,2.9,E0,2.1,3.2,2.1,7,D,2,3,3,Steve Bennett,Aston Villa,2000
3517,0,12,H,0,2,0,8,20,30/01/01,3,14,0,2,9,6,Bradford,2,4.7,E0,1.2,5,1.2,6,H,1,11,2,Clive Wilkes,Arsenal,2000
3518,1,13,H,1,1,0,9,13,30/01/01,3,14,0,2,3.6,9,Derby,1,3.1,E0,1.9,3.25,1.75,6,D,2,3.4,3,Mike Dean,Charlton,2000
3519,1,12,H,1,3,0,4,14,31/01/01,2,19,0,3,4.2,7,Newcastle,1,3.2,E0,1.57,3.5,1.6,4,D,1,5,2,Mark Halsey,Chelsea,2000
3520,1,17,D,2,5,0,8,17,31/01/01,1,12,0,2,2.7,9,Middlesbrough,0,2.9,E0,2.25,3.4,2.2,6,A,1,2.6,3,Graham Barber,Everton,2000
3521,0,18,H,0,5,0,6,11,31/01/01,2,19,0,1,4.7,9,Coventry,0,3.4,E0,1.4,3.75,1.5,3,D,4,7,1,Rob Harris,Leeds,2000
3522,1,17,D,1,1,0,2,4,31/01/01,11,13,0,1,2,5,Liverpool,0,3,E0,3.75,3.3,2.9,16,A,1,1.8,3,Peter Jones,Man City,2000
3523,0,14,H,0,3,0,5,10,31/01/01,3,12,0,1,2.9,3,Leicester,0,2.9,E0,2.2,3.25,2.1,6,D,0,2.75,3,Steve Bennett,Southampton,2000
3524,0,15,A,1,0,1,2,9,31/01/01,2,13,2,0,2.1,3,Man United,0,3,E0,3.5,3.2,2.8,13,D,2,1.9,7,Graham Poll,Sunderland,2000
3525,0,9,D,0,1,0,6,17,31/01/01,4,16,0,0,3.3,9,Tottenham,0,3,E0,1.9,3.25,1.85,14,D,1,3.4,6,Neale Barry,West Ham,2000
3526,0,14,A,3,0,0,2,9,03/02/01,4,14,0,0,2.2,3,Aston Villa,0,2.9,E0,2.62,3.25,2.7,13,D,2,2.3,6,Dermot Gallagher,Bradford,2000
3527,0,13,A,1,4,0,4,12,03/02/01,7,14,0,0,1.9,3,Arsenal,0,2.9,E0,4,3.4,3.2,8,D,3,1.72,6,Mike Dean,Coventry,2000
3528,0,16,H,0,3,0,3,9,03/02/01,4,18,0,1,2.4,3,Sunderland,1,2.9,E0,2.75,3.2,2.4,17,H,7,2.25,5,Barry Knight,Derby,2000
3529,2,10,A,2,2,0,6,11,03/02/01,4,15,1,1,2.7,3,Leeds,0,2.9,E0,2.25,3.2,2.2,10,A,1,2.75,3,Peter Jones,Ipswich,2000
3530,0,7,H,1,1,0,5,10,03/02/01,7,13,0,2,2.4,2,Chelsea,1,2.9,E0,2.62,3.25,2.4,8,H,0,2.3,4,Steve Dunn,Leicester,2000
3531,0,9,H,0,1,1,10,14,03/02/01,3,6,0,3,4.5,5,West Ham,2,3.3,E0,1.5,3.8,1.55,8,H,0,5,3,Steve Bennett,Liverpool,2000
3532,0,8,H,0,2,0,1,8,03/02/01,5,11,0,1,9,2,Everton,0,4.7,E0,1.22,4.5,1.2,5,D,0,12,1,Jeff Winter,Man United,2000
3533,1,12,D,1,2,0,6,14,03/02/01,2,14,1,1,3.8,4,Man City,0,3.1,E0,1.66,3.4,1.7,6,A,0,4.33,3,Alan Wiley,Middlesbrough,2000
3534,0,17,D,0,0,0,3,9,03/02/01,3,14,0,0,3.5,2,Charlton,0,3,E0,1.66,3.4,1.8,7,D,2,4.33,2,David Ellaray,Tottenham,2000
3535,0,18,D,2,1,0,4,7,07/02/01,7,18,0,2,2.4,4,Leeds,1,2.9,E0,2.8,3.2,2.4,9,H,2,2.2,5,Neale Barry,Everton,2000
3536,0,16,H,0,1,0,10,17,10/02/01,3,15,0,1,5.5,11,Ipswich,0,3.6,E0,1.36,3.75,1.4,5,D,2,8,3,Rob Harris,Arsenal,2000
3537,0,11,D,1,1,0,4,15,10/02/01,4,11,0,1,3.2,7,Middlesbrough,1,2.9,E0,1.9,3.25,1.9,6,H,1,3.4,3,Clive Wilkes,Aston Villa,2000
3538,0,16,D,1,2,0,4,8,10/02/01,8,12,0,1,2.5,3,Man United,1,2.9,E0,2.7,3,2.3,16,H,0,2.37,6,David Ellaray,Chelsea,2000
3539,0,12,H,1,2,0,6,9,10/02/01,2,7,0,2,2.5,7,Leicester,2,2.9,E0,2.25,3.2,2.3,9,H,3,2.75,2,Rob Styles,Everton,2000
3540,0,11,D,0,5,0,6,12,10/02/01,4,17,0,0,4.5,17,Derby,0,3.3,E0,1.44,3.6,1.55,3,D,2,6.5,2,Jeff Winter,Leeds,2000
3541,0,17,A,1,0,0,4,11,10/02/01,3,10,0,0,2.5,7,Tottenham,0,2.9,E0,2.37,3.1,2.3,11,D,1,2.62,4,Steve Dunn,Man City,2000
3542,0,9,H,0,1,0,6,12,10/02/01,0,16,0,2,4.7,8,Bradford,0,3.4,E0,1.53,3.4,1.5,4,D,0,5.5,1,Graham Poll,Southampton,2000
3543,0,15,D,1,3,0,6,9,10/02/01,6,25,0,1,2.35,9,Liverpool,0,3,E0,2.5,3.25,2.35,8,D,5,2.4,4,Graham Barber,Sunderland,2000
3544,0,10,H,0,1,0,4,11,11/02/01,11,12,0,2,2.7,4,Newcastle,2,2.9,E0,2.2,3.2,2.2,5,H,2,2.8,3,Paul Durkin,Charlton,2000
3545,0,13,D,1,5,0,9,21,12/02/01,4,16,0,1,4.5,5,Coventry,0,3.3,E0,1.57,3.5,1.55,13,D,2,5,4,Dermot Gallagher,West Ham,2000
3546,1,9,A,2,2,0,5,15,24/02/01,1,10,0,1,2.1,7,West Ham,0,2.9,E0,3,3.2,2.9,11,A,1,2.1,5,Steve Lodge,Bradford,2000
3547,1,15,D,2,0,0,7,17,24/02/01,7,11,0,2,2.7,3,Charlton,1,2.9,E0,2.25,3.2,2.2,15,D,0,2.75,7,Mark Halsey,Coventry,2000
3548,0,9,H,0,1,0,5,9,24/02/01,9,10,0,1,2.5,1,Aston Villa,1,2.9,E0,2.37,3.1,2.3,19,H,1,2.62,7,Alan Wiley,Derby,2000
3549,0,11,H,0,2,1,6,12,24/02/01,2,14,0,2,3.3,3,Everton,0,3,E0,1.83,3.2,1.85,8,D,1,3.75,2,Graham Poll,Ipswich,2000
3550,0,13,H,0,4,1,7,11,24/02/01,5,16,0,2,3.1,6,Sunderland,1,3,E0,1.83,3.2,1.9,9,H,0,3.75,3,Andy D'Urso,Leicester,2000
3551,0,9,A,1,0,0,6,11,24/02/01,6,9,0,0,3.3,3,Southampton,0,3,E0,1.9,3.1,1.85,10,D,1,3.6,5,Neale Barry,Middlesbrough,2000
3552,0,18,A,1,0,0,3,10,24/02/01,5,11,0,0,4.5,5,Man City,0,3.3,E0,1.57,3.5,1.55,11,D,1,5,3,Rob Harris,Newcastle,2000
3553,1,16,A,2,1,0,4,13,24/02/01,12,14,0,1,2.9,5,Leeds,1,2.9,E0,2.2,3.2,2.1,15,D,2,2.8,9,Jeff Winter,Tottenham,2000
3554,1,10,H,1,0,0,9,16,25/02/01,3,6,0,6,3.5,3,Arsenal,5,3,E0,1.9,3.2,1.8,6,H,0,3.5,2,Paul Durkin,Man United,2000
3555,0,19,H,0,3,0,6,16,03/03/01,6,12,0,3,4.2,5,West Ham,3,3.2,E0,1.5,3.6,1.6,4,H,2,5.5,2,Mike Riley,Arsenal,2000
3556,0,13,D,0,2,0,10,17,03/03/01,8,15,0,0,2.1,5,Chelsea,0,2.9,E0,2.62,3.25,2.9,24,D,2,2.3,11,Steve Bennett,Coventry,2000
3557,0,20,H,1,3,0,4,8,03/03/01,7,12,0,2,2.9,6,Tottenham,2,2.9,E0,2.2,3.2,2.1,13,H,2,2.8,7,Rob Harris,Derby,2000
3558,0,13,D,1,2,0,6,16,03/03/01,1,12,0,1,2.9,4,Newcastle,0,2.9,E0,2.2,3.2,2.1,4,D,1,2.8,2,David Ellaray,Everton,2000
3559,0,25,D,1,5,0,10,18,03/03/01,3,21,0,1,2.35,14,Man United,0,3,E0,2.87,3.3,2.35,5,D,3,2.1,5,Graham Barber,Leeds,2000
3560,0,9,H,0,1,0,7,9,03/03/01,7,7,0,2,2.4,4,Liverpool,0,2.9,E0,2.75,3.2,2.4,8,D,1,2.25,3,Dermot Gallagher,Leicester,2000
3561,0,15,A,1,1,0,7,15,03/03/01,6,15,0,0,2.7,5,Southampton,0,2.9,E0,2.2,3.25,2.2,6,D,1,2.75,1,Jeff Winter,Man City,2000
3562,0,13,D,0,1,0,2,8,03/03/01,5,12,0,0,3,4,Charlton,0,2.9,E0,2,3.2,2,11,D,1,3.2,8,Mike Dean,Middlesbrough,2000
3563,1,13,H,1,4,0,8,21,04/03/01,2,14,0,3,5,7,Bradford,0,3.5,E0,1.33,4,1.45,7,A,0,8,5,Andy D'Urso,Ipswich,2000
3564,0,17,D,1,2,0,12,18,05/03/01,3,18,0,1,3.1,5,Aston Villa,0,3,E0,1.9,3.2,1.9,6,D,1,3.5,2,Steve Lodge,Sunderland,2000
3565,2,12,A,2,2,0,2,7,07/03/01,0,9,0,0,2.5,1,Chelsea,0,2.9,E0,2.5,3.1,2.3,17,A,2,2.5,6,Alan Wiley,West Ham,2000
3566,1,15,H,1,1,0,5,9,10/03/01,2,11,0,2,3.2,6,Ipswich,0,2.9,E0,2,3.2,1.9,8,A,1,3.2,3,Rob Styles,Aston Villa,2000
3567,1,13,D,2,1,0,7,16,17/03/01,3,12,0,2,2.2,3,Man City,0,3,E0,2.62,3.25,2.6,10,A,2,2.3,3,Steve Dunn,Bradford,2000
3568,1,19,A,2,5,0,3,7,17/03/01,5,13,0,1,2.5,2,Leeds,1,2.9,E0,2.62,3.1,2.3,7,D,3,2.37,5,Clive Wilkes,Charlton,2000
3569,1,15,A,4,0,0,6,14,17/03/01,5,26,0,2,4.2,4,Sunderland,2,3.2,E0,1.53,3.4,1.6,11,H,0,5.5,7,Paul Durkin,Chelsea,2000
3570,0,11,H,0,1,0,8,19,17/03/01,2,13,0,2,6.2,14,Leicester,0,3.8,E0,1.25,4.5,1.35,5,D,1,10,2,Alan Wiley,Man United,2000
3571,2,14,A,2,3,1,5,16,17/03/01,1,19,0,1,3.1,5,Middlesbrough,0,3,E0,1.9,3.1,1.9,7,A,0,3.6,4,Graham Barber,Newcastle,2000
3572,0,13,H,0,1,0,5,17,17/03/01,6,18,0,1,3.5,6,Everton,0,3,E0,1.8,3.3,1.8,5,D,1,3.75,1,Mark Halsey,Southampton,2000
3573,0,13,H,0,1,0,4,12,17/03/01,8,10,0,3,3.8,5,Coventry,2,3.1,E0,1.53,3.4,1.7,11,H,0,5.5,5,Graham Poll,Tottenham,2000
3574,0,14,A,1,0,0,2,5,17/03/01,5,8,0,0,2.9,4,Ipswich,0,2.9,E0,2.1,3.2,2.1,13,D,0,3,5,Mike Dean,West Ham,2000
3575,0,16,D,0,2,1,2,4,18/03/01,3,13,0,0,2.4,3,Arsenal,0,2.9,E0,3,3.2,2.4,14,D,2,2.1,5,Barry Knight,Aston Villa,2000
3576,1,11,D,1,2,0,8,18,18/03/01,3,9,0,1,6.2,9,Derby,0,3.8,E0,1.4,3.6,1.35,7,A,2,7.5,4,Neale Barry,Liverpool,2000
3577,0,5,H,0,1,0,19,25,31/03/01,2,6,0,2,4.2,12,Tottenham,0,3.2,E0,1.57,3.25,1.6,4,D,0,5.5,3,Paul Durkin,Arsenal,2000
3578,1,17,D,2,1,0,8,22,31/03/01,8,23,0,2,2.1,10,Newcastle,2,3,E0,3,3.2,2.8,14,H,0,2.1,7,Paul Taylor,Bradford,2000
3579,0,19,H,1,1,0,5,17,31/03/01,3,10,0,2,4.2,4,Middlesbrough,1,3.2,E0,1.5,3.4,1.6,7,H,2,6,3,Peter Jones,Chelsea,2000
3580,0,12,H,0,1,0,7,12,31/03/01,4,16,1,2,2.9,9,Derby,1,2.9,E0,2.3,3.25,2.1,14,H,0,2.62,8,David Ellaray,Coventry,2000
3581,0,8,H,0,1,0,6,15,31/03/01,4,8,1,2,2.7,6,Man United,2,2.9,E0,2.6,3.1,2.2,9,H,1,2.4,3,Graham Poll,Liverpool,2000
3582,2,18,A,3,4,0,6,12,31/03/01,2,13,1,1,2.4,9,Aston Villa,1,2.9,E0,2.37,3.1,2.4,8,A,6,2.62,7,Rob Styles,Man City,2000
3583,1,17,A,2,2,1,8,14,31/03/01,4,10,0,0,2.7,8,Leeds,0,2.9,E0,2.25,3.2,2.2,7,A,2,2.75,4,Steve Dunn,Sunderland,2000
3584,1,16,A,2,2,0,6,17,31/03/01,2,16,1,0,3.4,8,Everton,0,2.9,E0,1.83,3.3,1.85,10,A,3,3.6,7,Andy D'Urso,West Ham,2000
3585,0,12,H,0,2,0,9,16,01/04/01,2,9,0,2,2.9,6,Leicester,1,2.9,E0,2,3.2,2.1,5,H,2,3.2,1,Jeff Winter,Charlton,2000
